Company,Designation,Locations,Established Year,Employees Count,Link,HR_Name,Experience,Followers,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Cluster,Experience Category
Outhouse Jewellery,Performance Marketing Manager,Mumbai,2012,50 - 200 employees,https://www.instahyre.com/job-246619-performance-marketing-manager-at-outhouse-jewellery-mumbai/,Blessy Fernandes,Fresher,2555,Digital,Marketing,Google,Ads,,,,Class2,Fresher
Cheker,Frontend Engineer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246602-frontend-engineer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,Angular,JavaScript,HTML,CSS,,,,Class2,Fresher
Cheker,Full Stack Engineer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246612-full-stack-engineer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,JavaScript,Java,Data,Structures,,,,Class2,Fresher
Cheker,iOS Developer,Work From Home,2021,0 - 10 employees,https://www.instahyre.com/job-246614-ios-developer-at-cheker-work-from-home/,Hari Shankar,Fresher,52000,iOS,Swift,Flutter,,,,,Class2,Fresher
Cheker,Senior Backend Engineer,Work From Home,2021,0 - 10 employees,https://www.instahyre.com/job-246608-senior-backend-engineer-at-cheker-work-from-home/,Hari Shankar,Fresher,52000,Golang,Java,Ruby,,,,,Class2,Fresher
Cheker,Senior Frontend Developer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246604-senior-frontend-developer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,Angular,JavaScript,CSS,HTML,,,,Class2,Fresher
Cheker,Senior iOS Engineer,Gurgaon,2021,0 - 10 employees,https://www.instahyre.com/job-246615-senior-ios-engineer-at-cheker-gurgaon/,Hari Shankar,Fresher,52000,Swift,iOS,Flutter,Hybrid,Apps,,,Class2,Fresher
Delta Air Lines,Senior Developer,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-246616-senior-developer-android-t500-7039-at-delta-air-lines-bangalore/,Omkar Sonawane,Fresher,1000000,Java,Android,Kotlin,,,,,Class1,Fresher
Delta Air Lines,Senior Test Engineer,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-246603-senior-test-engineer-sdet-t500-7034-at-delta-air-lines-bangalore/,Omkar Sonawane,Fresher,1000000,API,Testing,Java,Selenium,,,,Class1,Fresher
Teamware Solutions,Project Manager,Bangalore,2003,More than 1000 employees,https://www.instahyre.com/job-246607-project-manager-3d-imaging-at-teamware-solutions-5-bangalore/,Prameela K,Fresher,6619,Project,Management,,,,,,Class1,Fresher
Wiom,VP of Technology,Delhi,2020,10 - 50 employees,https://www.instahyre.com/job-246606-vp-of-technology-at-wiom-delhi/,Vaani Sharma,Fresher,6873,JavaScript,,,,,,,Class2,Fresher
Cheker,Android Developer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246594-android-developer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,Android,iOS,Agile,Python,Hybrid,Apps,,Class2,Fresher
Cheker,Backend Developer,Work From Home,2021,0 - 10 employees,https://www.instahyre.com/job-246597-backend-developer-at-cheker-work-from-home/,Hari Shankar,Fresher,52000,Algorithms,Spring,JavaScript,Django,,,,Class2,Fresher
DevRev,Software Developer,Chennai,2020,10 - 50 employees,https://www.instahyre.com/job-246587-software-developer-at-devrev-chennai/,Prashant Gautam,Fresher,8777,Python,Data,Structures,Algorithms,C,,,Class2,Fresher
GoGroup,Software Engineer,Noida,2019,50 - 200 employees,https://www.instahyre.com/job-246593-software-engineer-at-gogroup-2-noida-work-from-home/,Pooja Jamwal,Fresher,3759,,,,,,,,Class2,Fresher
Hy-Vee,Principal Software Engineer,Bangalore,1930,More than 1000 employees,https://www.instahyre.com/job-246601-principal-software-engineer-at-hy-vee-bangalore/,Payal Arora,Fresher,49223,JavaScript,Git,,,,,,Class1,Fresher
Kazma Technology,Angular Developer,Kolkata,2012,10 - 50 employees,https://www.instahyre.com/job-246591-angular-developer-at-kazma-technology-kolkata/,Ayushi Srivastava,Fresher,858,Angular,,,,,,,Class2,Fresher
Khoros,Senior DevOps Engineer,Bangalore,2001,500 - 1000 employees,https://www.instahyre.com/job-246596-senior-devops-engineer-at-khoros-bangalore/,Meera J,Fresher,114763,Build,Tools,CI,CD,Ansible,AWS,Chef,Class4,Fresher
Shaadi.com,Associate Director,Bangalore,1994,More than 1000 employees,https://www.instahyre.com/job-246598-associate-director-sales-at-shaadi-bangalore/,Consult Bae,Fresher,73297,Sales,Business,Development,Telecalling,,,,Class1,Fresher
Tech Mahindra,SAP TRM Consultant,Noida,1986,More than 1000 employees,https://www.instahyre.com/job-246590-sap-trm-consultant-at-tech-mahindra-2-noida/,Abhinav Sinha,Fresher,4459300,Risk,Management,Risk,Assessment,SAP,FICO,,Class1,Fresher
Zynga,Senior Software Engineer,Bangalore,2007,More than 1000 employees,https://www.instahyre.com/job-246595-senior-software-engineer-backend-at-zynga-bangalore/,Nishtha Pareek,Fresher,214000,Golang,Java,Python,Spring,,,,Class1,Fresher
Avis Budget Group,SDE [T500,Bangalore,1946,More than 1000 employees,https://www.instahyre.com/job-246579-sde-t500-6909-at-avis-budget-group-bangalore/,Omkar Sonawane,Fresher,126796,Java,AWS,MySQL,,,,,Class1,Fresher
Bajaj Finserv,Data Engineer,Pune,2007,More than 1000 employees,https://www.instahyre.com/job-246569-data-engineer-at-bajaj-finserv-pune/,Udeshna Boruah Kalita,Fresher,942000,Python,PySpark,,,,,,Class1,Fresher
Delta Air Lines,Lead Developer [T500,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-246577-lead-developer-t500-7036-at-delta-air-lines-bangalore/,Omkar Sonawane,Fresher,1000000,DevOps,AWS,,,,,,Class1,Fresher
Hy-Vee,Senior Network Engineer,Bangalore,1930,More than 1000 employees,https://www.instahyre.com/job-246582-senior-network-engineer-voice-t500-7037-at-hy-vee-bangalore/,Omkar Sonawane,Fresher,49223,SIP,,,,,,,Class1,Fresher
Mind Admission Solution,Business Development Executive,Pune,2019,10 - 50 employees,https://www.instahyre.com/job-246570-business-development-executive-at-mind-admission-solution-pune/,Rakesh Sethi,Fresher,1717,Business,Development,Sales,Telecalling,,,,Class2,Fresher
PhonePe,Software Engineer,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-246581-software-engineer-backend-at-phonepe-bangalore/,Shivani Sahraot,Fresher,621000,C,Golang,Java,Scala,,,,Class1,Fresher
RAS Luxury Oils,Content Writer,Mumbai,2017,50 - 200 employees,https://www.instahyre.com/job-246584-content-writer-at-ras-luxury-oils-mumbai/,Akshita Agarwal,Fresher,8536,Content,Writing,English,Content,Cosmetics,,,Class2,Fresher
Rezo.ai,QA Engineer,Noida,2017,10 - 50 employees,https://www.instahyre.com/job-246575-qa-engineer-at-rezo-noida/,Aishwarya Agarwal,Fresher,7466,Automation,Testing,Selenium,,,,,Class2,Fresher
SimpleDataLabs Inc,Senior Software Engineer,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-246585-senior-software-engineer-at-simpledatalabs-inc-work-from-home/,Joti Bala,Fresher,0,Java,Hadoop,Kafka,,,,,Class2,Fresher
Symphony Technology Group,Professional Service Consultant,Bangalore,2002,10 - 50 employees,https://www.instahyre.com/job-246568-professional-service-consultant-at-symphony-technology-group-bangalore/,Deepesh Shrimal,Fresher,5211,Enterprise,Software,Oracle,EDM,,,,Class2,Fresher
91Squarefeet,Regional Manager Business Development,Mumbai,2019,50 - 200 employees,https://www.instahyre.com/job-246552-regional-manager-business-development-at-91squarefeet-mumbai/,Swapnil Nautiyal,Fresher,8283,Corporate,Sales,Lead,Generation,Customer,Relationship,,Class2,Fresher
CogniTensor,Front End Developer,Noida,2018,10 - 50 employees,https://www.instahyre.com/job-246553-front-end-developer-at-cognitensor-noida/,Sharad Gupta,Fresher,23717,JavaScript,,,,,,,Class2,Fresher
Equentis,Angular Developer,Mumbai,2015,50 - 200 employees,https://www.instahyre.com/job-246566-angular-developer-at-equentis-mumbai/,Rohini N,Fresher,337,Angular,JavaScript,Algorithms,HTML,,,,Class2,Fresher
FinAgg,UI Developer,Noida,2020,0 - 10 employees,https://www.instahyre.com/job-246554-ui-developer-at-finagg-noida/,Manjari Rastogi,Fresher,9131,HTML,JavaScript,jQuery,,,,,Class2,Fresher
Flipkart,Software Development Engineer II,Bangalore,2007,More than 1000 employees,https://www.instahyre.com/job-246557-software-development-engineer-ii-at-flipkart-bangalore/,As Somaiah,Fresher,3004,C,Java,Ruby,Scala,Hibernate,Spring,,Class1,Fresher
Kombai,Software Engineering Testing,Work From Home,2022,0 - 10 employees,https://www.instahyre.com/job-246563-software-engineering-testing-at-kombai-work-from-home/,Narkish M,Fresher,174,SDET,JavaScript,Automation,Testing,Quality,Assurance,,Class2,Fresher
Maxposure Media Group,Senior Content Writer,Mumbai,2006,200 - 500 employees,https://www.instahyre.com/job-246551-senior-content-writer-at-maxposure-media-group-mumbai/,Sonia Garg,Fresher,3429,Content,Writing,English,Content,,,,Class2,Fresher
Priceline,Engineering Manager,Mumbai,1998,500 - 1000 employees,https://www.instahyre.com/job-246550-engineering-manager-at-priceline-mumbai/,Medha Mahajan,Fresher,58180,Big,Data,Java,JavaScript,Python,Spring,,Class4,Fresher
Wits Innovation Lab,iOS Developer,Chandigarh,2019,50 - 200 employees,https://www.instahyre.com/job-246561-ios-developer-at-wits-innovation-lab-chandigarh-gurgaon-mohali/,Hardik Thapa,Fresher,15120,iOS,,,,,,,Class2,Fresher
Wooqer,SDE,Bangalore,2014,50 - 200 employees,https://www.instahyre.com/job-246558-sde-2-data-engineering-at-wooqer-2-bangalore/,Pavitra Saxena,Fresher,15612,Python,SQL,,,,,,Class2,Fresher
Altimetrik,Software Developer,Work From Home,2012,More than 1000 employees,https://www.instahyre.com/job-246541-software-developer-at-altimetrik-work-from-home/,Kusha Bedre,Fresher,136000,AWS,Azure,,,,,,Class1,Fresher
Cheker,Data Engineer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246538-data-engineer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,TypeScript,R,AWS,SQL,Python,,,Class2,Fresher
Cheker,Senior Software Engineer Full Stack,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246549-senior-software-engineer-full-stack-at-cheker-bangalore/,Hari Shankar,Fresher,52000,JavaScript,GraphQL,Ruby,Ruby,on,Rails,,Class2,Fresher
Cheker,Software Developer Engineer in Test,Work From Home,2021,0 - 10 employees,https://www.instahyre.com/job-246540-software-developer-engineer-in-test-at-cheker-work-from-home/,Hari Shankar,Fresher,52000,Python,Manual,Testing,Automation,Testing,Quality,Assurance,Class2,Fresher
Cordwood Technologies,Embedded Firmware Engineer,Pune,2016,0 - 10 employees,https://www.instahyre.com/job-246543-embedded-firmware-engineer-at-cordwood-technologies-pune/,Sowrabh Rajesh,Fresher,14,C,STLC,Microcontrollers,,,,,Class2,Fresher
Cordwood Technologies,IoT Engineer,Pune,2016,0 - 10 employees,https://www.instahyre.com/job-246548-iot-engineer-at-cordwood-technologies-pune/,Sowrabh Rajesh,Fresher,14,Python,IoT,Embedded,C,,,,Class2,Fresher
Mool,Senior Flutter Developer,Gurgaon,2020,10 - 50 employees,https://www.instahyre.com/job-246546-senior-flutter-developer-at-mool-gurgaon/,Ayushi Sharma,Fresher,385,React,Native,Flutter,Hybrid,Apps,Android,iOS,Class2,Fresher
Moolya Software Testing,API Engineer,Bangalore,2010,50 - 200 employees,https://www.instahyre.com/job-246539-api-engineer-at-moolya-software-testing-bangalore/,Rudresh Joshi,Fresher,30327,Mainframes,Shopify,CICS,,,,,Class2,Fresher
Webtraffic,Senior Account Manager,Mumbai,2016,10 - 50 employees,https://www.instahyre.com/job-246537-senior-account-manager-client-success-at-webtraffic-mumbai/,Neha Pillai,Fresher,3107,Digital,Marketing,,,,,,Class2,Fresher
Yoeki Soft,Front Office Assistant,Noida,2016,10 - 50 employees,https://www.instahyre.com/job-246542-front-office-assistant-at-yoeki-soft-noida/,Vinay Garg,Fresher,273,Reception,Management,Microsoft,Office,,,,Class2,Fresher
ANSR,Consultant,Gurgaon,2003,50 - 200 employees,https://www.instahyre.com/job-246527-consultant-business-analysis-avp-at-ansr-3-gurgaon/,Nancy Sharma,Fresher,31877,Rally,SAP,Ariba,,,,,Class2,Fresher
Cordwood Technologies,Electronics Hardware Engineer,Pune,2016,0 - 10 employees,https://www.instahyre.com/job-246534-electronics-hardware-engineer-at-cordwood-technologies-pune/,Sowrabh Rajesh,Fresher,14,Bit,Analog,Circuit,Design,,,,Class2,Fresher
Datacube Softech,IT Sales Manager,Jaipur,2012,200 - 500 employees,https://www.instahyre.com/job-246528-it-sales-manager-at-datacube-softech-jaipur/,Hr Datacube,Fresher,2968,Business,Development,International,Sales,Sales,,,Class2,Fresher
Flipkart,Android Developer,Bangalore,2007,More than 1000 employees,https://www.instahyre.com/job-246536-android-developer-at-flipkart-bangalore/,Krishanu B,Fresher,3004,Android,,,,,,,Class1,Fresher
Nirvana Insurance,Product Designer,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-246535-product-designer-at-nirvana-insurance-bangalore/,Varsha Gaud,Fresher,2000,Figma,Adobe,Creative,Cloud,Sketch,Photoshop,,Class2,Fresher
Rizzle,Social Media Strategist,Hyderabad,2017,50 - 200 employees,https://www.instahyre.com/job-246526-social-media-strategist-at-rizzle-hyderabad/,Niharika Pravin Naik,Fresher,8223,Digital,Marketing,Facebook,Marketing,Social,Media,Marketing,Class2,Fresher
sentra.world,VP Engineer,Bangalore,2023,0 - 10 employees,https://www.instahyre.com/job-246533-vp-engineer-at-sentra-bangalore/,Rohit Joshi,Fresher,119,Angular,Azure,,,,,,Class2,Fresher
VuNet Systems,Lead Backend Engineer,Bangalore,2014,50 - 200 employees,https://www.instahyre.com/job-246529-lead-backend-engineer-at-vunet-systems-bangalore/,Qikrecruit,Fresher,13821,Python,Django,,,,,,Class2,Fresher
VuNet Systems,Lead Front End Engineer,Bangalore,2014,50 - 200 employees,https://www.instahyre.com/job-246530-lead-front-end-engineer-at-vunet-systems-bangalore/,Qikrecruit,Fresher,13821,HTML,CSS,JavaScript,,,,,Class2,Fresher
Wingify,Full Stack Developer,Work From Home,2009,50 - 200 employees,https://www.instahyre.com/job-246531-full-stack-developer-at-wingify-work-from-home/,Qikrecruit,Fresher,6007,PHP,Angular,,,,,,Class2,Fresher
Advanced Business and Healthcare India,Sr. Python Developer,Bangalore,2010,More than 1000 employees,https://www.instahyre.com/job-246515-sr-python-developer-at-advanced-business-and-healthcare-india-bangalore/,Tanya Gupta,Fresher,4000,Python,Django,Docker,AWS,JavaScript,,,Class1,Fresher
AllianceBernstein,Senior Software Engineer [T500,Pune,1967,More than 1000 employees,https://www.instahyre.com/job-246513-senior-software-engineer-t500-7027-at-alliancebernstein-pune/,Omkar Sonawane,Fresher,95469,SQL,,,,,,,Class1,Fresher
Klimb.io,Full Stack Developer,Work From Home,2015,10 - 50 employees,https://www.instahyre.com/job-246516-full-stack-developer-at-klimb-work-from-home/,Anisha Mulchandani,Fresher,1167,JavaScript,C,Angular,,,,,Class2,Fresher
Lumen Technologies,Java Developer,Bangalore,1968,More than 1000 employees,https://www.instahyre.com/job-246523-java-developer-at-lumen-technologies-bangalore/,Rekha B,Fresher,369237,Microservices,Spring,Boot,Kafka,Servlets,,,Class1,Fresher
Netradyne,Manager,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-246521-manager-total-rewards-at-netradyne-bangalore/,Mamtha Akula,Fresher,75252,Compensation,Management,Employee,Benefits,,,,Class2,Fresher
Prodigal,Lead,Mumbai,2018,10 - 50 employees,https://www.instahyre.com/job-246518-lead-platform-engineer-at-prodigal-mumbai/,Sonam Mohapatra,Fresher,7225,Python,Django,Flask,,,,,Class2,Fresher
Skeps,Data Analyst,Gurgaon,2018,50 - 200 employees,https://www.instahyre.com/job-246524-data-analyst-at-skeps-gurgaon/,Laveena Soni,Fresher,5816,Microsoft,Excel,Power,BI,Python,SAS,SQL,Class2,Fresher
TJX,Principal Engineer [T500,Hyderabad,1987,More than 1000 employees,https://www.instahyre.com/job-246517-principal-engineer-t500-5862-at-tjx-hyderabad/,Omkar Sonawane,Fresher,322131,Azure,Power,BI,,,,,Class1,Fresher
Truemeds India,Social Media Executive,Mumbai,2018,10 - 50 employees,https://www.instahyre.com/job-246522-social-media-executive-at-truemeds-india-mumbai/,Blessy Fernandes,Fresher,3935,Social,Media,Marketing,Marketing,Brand,Management,,Class2,Fresher
UnoCareer,Sales Officer,Bangalore,2016,10 - 50 employees,https://www.instahyre.com/job-246520-sales-officer-at-unocareer-2-bangalore-chennai-hyderabad/,Rao Raparla,Fresher,5529,Direct,Sales,Sales,,,,,Class2,Fresher
Bhanzu,Product Analyst,Bangalore,2020,50 - 200 employees,https://www.instahyre.com/job-246502-product-analyst-at-bhanzu-bangalore/,Blesson Vb,Fresher,88821,Microsoft,Excel,SQL,,,,,Class2,Fresher
Cheker,QA Engineer,Work From Home,2021,0 - 10 employees,https://www.instahyre.com/job-246511-qa-engineer-at-cheker-work-from-home/,Hari Shankar,Fresher,52000,Python,Automation,Testing,Quality,Assurance,Manual,Testing,Class2,Fresher
Okoders Technologies,Ruby on Rails Developer,Gurgaon,2019,10 - 50 employees,https://www.instahyre.com/job-246509-ruby-on-rails-developer-at-okoders-technologies-gurgaon/,Sai Sahitya V,Fresher,816,Ruby,on,Rails,Angular,HTML,CSS,JavaScript,Class2,Fresher
Protouch,Placement Officer,Gurgaon,2018,10 - 50 employees,https://www.instahyre.com/job-246507-placement-officer-at-protouch-gurgaon/,Shubham Karwariya,Fresher,4302,Corporate,Communication,,,,,,Class2,Fresher
Reliance Jio,iOS Developer,Bangalore,2016,500 - 1000 employees,https://www.instahyre.com/job-246500-ios-developer-at-reliance-jio-bangalore/,Shilpa Naik,Fresher,950720,iOS,SwiftUI,Cocoa,Touch,,,,Class4,Fresher
ShareChat,Senior Partner,Mumbai,2015,500 - 1000 employees,https://www.instahyre.com/job-246506-senior-partner-agency-at-sharechat-mumbai/,Sheena Mirg,Fresher,6161,Business,Development,Sales,,,,,Class4,Fresher
StepChange,Software Engineer,Bangalore,2022,10 - 50 employees,https://www.instahyre.com/job-246503-software-engineer-at-stepchange-3-bangalore/,Prakhar Mehrotra,Fresher,9884,Java,Spring,,,,,,Class2,Fresher
Synaptic,Staff Engineer,Gurgaon,2016,50 - 200 employees,https://www.instahyre.com/job-246510-staff-engineer-at-synaptic-gurgaon/,Servesh Singh,Fresher,7814,Architecture,JavaScript,React,Native,CI,CD,,Class2,Fresher
Tekion,Frontend Architect,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-246508-frontend-architect-at-tekion-bangalore/,Prachi Sharma,Fresher,80000,CSS,HTML,JavaScript,React,Native,,,Class2,Fresher
Tekion,Staff Frontend Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-246512-staff-frontend-engineer-at-tekion-bangalore/,Nikita Joshi,Fresher,80000,JavaScript,HTML,CSS,jQuery,,,,Class2,Fresher
